8.9508,4.5116,18.6414,9.5713,0.7653,17.3297
8.9515,4.5928,18.6417,10.0727,0.7656,17.3298
8.9474,4.6761,18.6095,10.5551,0.7652,17.3297
8.9478,4.7497,18.6160,11.0598,0.7653,17.3294
8.9630,4.8249,18.6075,11.5539,0.7652,17.3292
8.9640,4.8993,18.6231,12.0640,0.7652,17.3286
8.9547,4.9622,18.6157,12.5598,0.7653,17.3284
8.9530,5.0274,18.6179,13.0614,0.7653,17.3276
8.9557,5.0938,18.6365,13.5747,0.7652,17.3272
8.9538,5.1522,18.6247,14.0664,0.7652,17.3264
