0.1840,0.0967,0.1144,0.0950,0.0772,0.5398
0.3942,0.2036,0.2285,0.2163,0.1537,2.2460
0.6104,0.3176,0.3548,0.3364,0.2306,4.0323
0.8342,0.4343,0.7645,0.6987,0.3067,5.8708
1.0530,0.5544,1.9282,1.8636,0.3837,7.7224
1.2756,0.6768,3.1689,3.0830,0.4594,9.6209
1.5076,0.8052,4.4365,4.3260,0.5373,11.5426
1.7357,0.9300,5.7407,5.6046,0.6124,13.4687
