1.03,1448.7400,837.3650,1675.2800,785.1716
1.05,1419.5100,815.2240,1204.7700,774.4558
1.10,1407.5700,809.5720,897.3110,719.7571
1.15,1360.0100,769.7470,776.2590,672.1758
1.25,1316.0600,742.5000,700.2070,616.3588
1.35,1274.9100,715.5350,1010.5300,916.9136
1.50,1230.1600,688.6760,1335.1800,1277.6644
1.75,1157.9600,640.9860,1726.4300,1686.1363
1.90,1173.5200,656.3180,1908.9800,1872.2620
2.00,1168.3300,652.3760,2007.5700,1974.3421
